X,Y,OBJECTID,DESCRIP15,BUSINESS15,USECLASS15,CVR15_POST,EASTING,NORTHING,ADDRESS
326784,675596,3764,carpets,The Carpet Shop,Class 1,EH6 5EA,326784,675596,166 LEITH WALK
326780,675588,3765,hot food take-away,Pizza Hut,SUI GENERIS,EH6 5EA,326780,675588,170A LEITH WALK
326771,675570,3766,solarium,Easy Tan,Class 11,EH6 5EA,326771,675570,174-176 LEITH WALK
326766,675560,3767,public house,Cask and Still,SUI GENERIS,EH6 5EA,326766,675560,180 LEITH WALK
326751,675532,3768,betting shop,Ladbrokes,Class 2,EH6 5EQ,326751,675532,202-204 LEITH WALK
326747,675524,3769,florist,All Season's Flowers,Class 1,EH6 5EQ,326747,675524,208-210 LEITH WALK
326739,675506,3770,Office,Volunteer Centre,Class 4,EH6 5EQ,326739,675506,222 LEITH WALK
326736,675500,3771,Vacant,Vacant,Vacant,EH6 5EQ,326736,675500,224 LEITH WALK
326735,675497,3772,printers,Arkay Imaging,Class 4,EH6 5EQ,326735,675497,228 LEITH WALK
326733,675493,3773,vacant,vacant,Vacant,EH6 5EQ,326733,675493,230 LEITH WALK
326731,675489,3774,Restaurant,Origano,Class 3,EH6 5EQ,326731,675489,232 LEITH WALK
326716,675461,3775,Tattoo Parlour,Twit Twoo,Class 1,EH6 5EL,326716,675461,238 LEITH WALK
326713,675456,3776,Beauty salon,Inner City Sanctum,Class 1,EH6 5EL,326713,675456,240 LEITH WALK
326710,675450,3777,hairdresser (gents),Pelaquero de Hombres,Class 1,EH6 5EL,326710,675450,244 LEITH WALK
326707,675444,3778,nail salon,Sunset Nails,Class 1,EH6 5EL,326707,675444,246 LEITH WALK
326704,675439,3779,second-hand furniture,Crawfords Furniture Salesrooms,Class 1,EH6 5EL,326704,675439,250-252 LEITH WALK
326699,675426,3780,hot food take-away,Best Kebab House,SUI GENERIS,EH6 5EL,326699,675426,256 LEITH WALK
326695,675419,3781,public house,Woodland Creatures,SUI GENERIS,EH6 5EL,326695,675419,260-262 LEITH WALK
326689,675407,3782,hot food take-away,Original Best Turkish Kebab House,SUI GENERIS,EH6 5EL,326689,675407,266 LEITH WALK
326687,675403,3783,pet shop,Dog Gone Purfect,Class 1,EH6 5EL,326687,675403,268 LEITH WALK
326685,675399,3784,Barber,Romeo,Class 1,EH6 5EL,326685,675399,272 LEITH WALK
326683,675395,3785,second hand goods,Junkdelic,Class 1,EH6 5EL,326683,675395,274 LEITH WALK
326668,675365,3786,bicycles,Leith Cycle Co.,Class 1,EH6 5BX,326668,675365,276 LEITH WALK
326666,675360,3787,vacant,vacant,Vacant,EH6 5BX,326666,675360,278 LEITH WALK
326663,675354,3788,hairdresser (gents),Leith Walk Barber's Salon,Class 1,EH6 5BX,326663,675354,280 LEITH WALK
326660,675348,3789,t.v. & hi-fi repair,Sound and Vision,Class 1,EH6 5BX,326660,675348,284 LEITH WALK
326652,675331,3790,restaurant,Casa Amiga,Class 3,EH6 5BX,326652,675331,294 LEITH WALK
326648,675322,3791,public house,The Harp and Castle,SUI GENERIS,EH6 5BU,326648,675322,298-300 LEITH WALK
326635,675297,3792,Chinese supermarket,Hing Sing,Class 1,EH6 5BU,326635,675297,310 LEITH WALK
326615,675257,3793,car parts & accessories,Pilrig Motors,Class 1,EH6 5BU,326615,675257,328A-330 LEITH WALK
326612,675251,3794,advocacy service,Advocard,Class 2,EH6 5BR,326612,675251,332 LEITH WALK
326606,675239,3795,grocer,Polypak continental foods,Class 1,EH6 5BR,326606,675239,336B LEITH WALK
326601,675230,3796,vacant,vacant,Vacant,EH6 5BR,326601,675230,340A LEITH WALK
326598,675225,3797,launderette,Launderette,Class 1,EH6 5BR,326598,675225,342-346 LEITH WALK
326592,675216,3798,financial services - mortgages,First Mortgage Direct Ltd,Class 2,EH6 5BR,326592,675216,348 LEITH WALK
326588,675211,3799,charity shop,St. Columba's Doo'cot,Class 1,EH6 5BR,326588,675211,352 LEITH WALK
326584,675203,3800,vacant,vacant,Vacant,EH6 5BR,326584,675203,354 LEITH WALK
326581,675198,3801,hot food take-away,China Room,SUI GENERIS,EH6 5BR,326581,675198,356 LEITH WALK
326579,675194,3802,grover,Taste of Poland,Class 1,EH6 5BR,326579,675194,360 LEITH WALK
326573,675186,3803,public house,Brass Monkey,SUI GENERIS,EH6 5BR,326573,675186,362 LEITH WALK
326570,675181,3804,Barber,Amor,Class 1,EH6 5BR,326570,675181,366 LEITH WALK
326539,675132,3805,second-hand goods / cheque cashing,Cash Converters,Class 1,EH7 4PE,326539,675132,368 LEITH WALK
326533,675123,3806,supermarket,Scotmid Late Shop,Class 1,EH7 4PE,326533,675123,370 LEITH WALK
326349,674522,3807,restaurant (Thai),Thia Pad,Class 3,EH7 5LB,326349,674522,20A LEOPOLD PLACE
324916,672743,3808,restaurant (Indian),Tuk Tuk,Class 3,EH3 9LH,324916,672743,1-1A LEVEN STREET
324914,672730,3809,laundrette,Elite Drycleaners,Class 1,EH3 9LH,324914,672730,5 LEVEN STREET
324909,672709,3810,supermarket,Scotmid,Class 1,EH3 9LH,324909,672709,5(01)-21 LEVEN STREET
324913,672693,3811,internet caf‚,Here!,Class 1,EH3 9LH,324913,672693,23 LEVEN STREET
324913,672688,3812,residential letting agency,Capital Lettings,Class 2,EH3 9LH,324913,672688,25 LEVEN STREET
324913,672683,3813,hairdresser,King's Barbers,Class 1,EH3 9LH,324913,672683,25B LEVEN STREET
324912,672679,3814,caf‚,Quick & Plenty Caf‚,Class 3,EH3 9LH,324912,672679,27 LEVEN STREET
324912,672676,3815,home wares,Dandelion & Ginger,Class 1,EH3 9LH,324912,672676,29 LEVEN STREET
324912,672671,3816,"jewellery, crafts",Silver Joolz,Class 1,EH3 9LH,324912,672671,31 LEVEN STREET
324911,672666,3817,herbalist/acupuncture,Naturalway,Class 2,EH3 9LH,324911,672666,35 LEVEN STREET
324911,672661,3818,public house,The Blackbird,SUI GENERIS,EH3 9LH,324911,672661,37-39 LEVEN STREET
324909,672650,3819,beauty parlour,Sarah Murray Beauty,Class 1,EH3 9LH,324909,672650,43 LEVEN STREET
324942,672729,3820,public house,Bennets Bar,SUI GENERIS,EH3 9LG,324942,672729,8 LEVEN STREET
324942,672722,3821,caf‚,Purple Pig Caf‚,Class 3,EH3 9LG,324942,672722,12 LEVEN STREET
324939,672701,3822,vacant,vacant,Vacant,EH3 9LJ,324939,672701,14 LEVEN STREET
324939,672697,3823,New Age products,Monkey Temple,Class 1,EH3 9LJ,324939,672697,16 LEVEN STREET
324938,672692,3824,tea & coffee specialist,Pekoetea,Class 1,EH3 9LJ,324938,672692,20 LEVEN STREET
324938,672687,3825,tailors (repairs/alterations),ART Fashion,Class 1,EH3 9LJ,324938,672687,22 LEVEN STREET
324937,672680,3826,delicatessen (Mexican / Spanish),Lupe Pintos,Class 1,EH3 9LJ,324937,672680,24 LEVEN STREET
324937,672676,3827,"clothing alterations, tailoring, dressmaking",Italian Style,Class 1,EH3 9LJ,324937,672676,28 LEVEN STREET
324937,672669,3828,restaurant (Thai),Leven's,Class 3,EH3 9LJ,324937,672669,30-32 LEVEN STREET
324936,672663,3829,vacant,vacant,Vacant,EH3 9LJ,324936,672663,36 LEVEN STREET
324936,672650,3830,butcher,John Saunderson,Class 1,EH3 9LJ,324936,672650,38-40 LEVEN STREET
324935,672643,3831,restaurant & kebab house,Efes,Class 3,EH3 9LJ,324935,672643,42 LEVEN STREET
324935,672639,3832,caf‚ & take-away food,The Tree House,Class 3,EH3 9LJ,324935,672639,44 LEVEN STREET
327259,669711,3833,hot food take-away,New Fortune Cookie Take Away,SUI GENERIS,EH16 6LD,327259,669711,129 LIBERTON BRAE
327261,669709,3834,chemist,Fleming Pharmacy,Class 1,EH16 6LD,327261,669709,131 LIBERTON BRAE
327264,669705,3835,hairdresser,Denis Equi,Class 1,EH16 6LD,327264,669705,135 LIBERTON BRAE
327266,669702,3836,baker,Goodfellow & Steven,Class 1,EH16 6LD,327266,669702,135A LIBERTON BRAE
327269,669697,3837,letting agent,Units 2 Let,Class 2,EH16 6LD,327269,669697,137 LIBERTON BRAE
327270,669694,3838,florist,Floral Ambitions,Class 1,EH16 6LD,327270,669694,139 LIBERTON BRAE
327275,669688,3839,funeral director,Scotmid Co-operative Funeral Directors,Class 1,EH16 6LD,327275,669688,143 LIBERTON BRAE
327279,669682,3840,n/t/c,Paper Rack,Class 1,EH16 6LD,327279,669682,145 LIBERTON BRAE
327281,669679,3841,bridal wear,Gwenne,Class 1,EH16 6LD,327281,669679,147 LIBERTON BRAE
327285,669672,3842,grocer (lic.),U Save,Class 1,EH16 6LD,327285,669672,151 LIBERTON BRAE
327150,670330,3843,cafe,Yes Cafe Edinburgh South,Class 3,EH16 6AJ,327150,670330,1-2 LIBERTON DAMS
327362,669407,3844,bank,Bank of Scotland,Class 2,EH16 6NL,327362,669407,1 LIBERTON DRIVE
326458,669506,3845,golfing equipment,American Golf Discount Centre,Class 1,EH16 6NS,326458,669506,91A LIBERTON DRIVE
327259,668617,3846,petrol filling station & shop,Gulf,Class 1,EH16 6ND,327259,668617,105 LIBERTON GARDENS
327368,669380,3847,n/t/c (lic),Liberton News,Class 1,EH16 6JR,327368,669380,2 LIBERTON GARDENS
327368,669375,3848,dog grooming,Jack's Grooming,Class 1,EH16 6JR,327368,669375,2A LIBERTON GARDENS
327368,669370,3849,post office,Liberton Gardens Post Office,Class 1,EH16 6JR,327368,669370,4A LIBERTON GARDENS
326173,676848,3850,chemists,Clarks Chemists,Class 1,EH6 4EP,326173,676848,1 LINDSAY ROAD
326250,676833,3851,convenience store,Scotmid,Class 1,EH6 4EP,326250,676833,3A LINDSAY ROAD
326200,676852,3852,printers,Image Printers,Class 4,EH6 4DT,326200,676852,5 LINDSAY ROAD
326193,676852,3853,DIY,Bee & Q,Class 1,EH6 4DT,326193,676852,6 LINDSAY ROAD
326081,676855,3854,vacant,vacant,Vacant,EH6 4DR,326081,676855,23 LINDSAY ROAD
326075,676856,3855,vacant,vacant,Vacant,EH6 4DR,326075,676856,24 LINDSAY ROAD
325628,677042,3856,vacant,vacant,Vacant,EH6 4TZ,325628,677042,100 LINDSAY ROAD
326328,676831,3857,domestic appliances,Riddle & Coghill Interiors,Class 1,EH6 6ND,326328,676831,195 LINDSAY ROAD
326422,676798,3858,vacant,VACANT,Vacant,EH6 6ND,326422,676798,200 LINDSAY ROAD
327669,675826,3859,vacant,VACANT,Vacant,EH6 7JH,327669,675826,(X) LINKS GARDENS
327386,676198,3860,n/t/c,Links Convenience Store,Class 1,EH6 7EZ,327386,676198,1 LINKS PLACE
325530,672945,3861,restaurant (Malaysian & Chinese),Nanyang,Class 3,EH3 9GL,325530,672945,7 LISTER SQUARE
325556,672956,3862,restaurant,Hot Flame,Class 3,EH3 9GL,325556,672956,2(GF) LISTER SQUARE
325530,672945,3863,restaurant & bar,No. 8 Lister Square,SUI GENERIS,EH3 9GL,325530,672945,8 LISTER SQUARE
312242,674503,3864,grocer,Liston Local Store,Class 1,EH29 9BU,312242,674503,1 LISTON PLACE
329144,670392,3865,n/t/c,WH Smith,Class 1,EH16 4SA,329144,670392,(51/1) LITTLE FRANCE CRESCENT
329146,670415,3866,bank,Royal Bank of Scotland,Class 2,EH16 4SA,329146,670415,(51/9-11) LITTLE FRANCE CRESCENT
329148,670437,3867,restaurant,Strollers,Class 3,EH16 4SA,329148,670437,(51/2) LITTLE FRANCE CRESCENT
329150,670459,3868,coffee shop,Aroma,Class 3,EH16 4SA,329150,670459,(51/3) LITTLE FRANCE CRESCENT
329151,670480,3869,vacant,vacant,Vacant,EH16 4SA,329151,670480,(51/4) LITTLE FRANCE CRESCENT
329153,670522,3870,ladies' clothing,The Stock Shop,Class 1,EH16 4SA,329153,670522,(51/5) LITTLE FRANCE CRESCENT
329152,670500,3871,hairdresser,J & L Hair Design,Class 1,EH16 4SA,329152,670500,(51/6) LITTLE FRANCE CRESCENT
329143,670368,3872,vacant,vacant,Vacant,EH16 4SA,329143,670368,(51/8) LITTLE FRANCE CRESCENT
329531,670213,3873,takeaway food,Galway Gourmet,Class 3,EH16 4UX,329531,670213,9(GF110) LITTLE FRANCE ROAD
325978,674306,3874,coffee kiosk,California Coffee Company,Class 3,EH1 3JD,325978,674306,(A) LITTLE KING STREET
327733,675011,3875,hot food take-away (Chinese),Yong Hau Gardens,SUI GENERIS,EH7 6DT,327733,675011,1(A) LOCHEND AVENUE
327297,675687,3876,hot food take-away (Chinese),Oriental Delight,SUI GENERIS,EH6 8DT,327297,675687,13 LOCHEND ROAD
327303,675677,3877,grocer & n/t/c,Links Express,Class 1,EH6 8DT,327303,675677,15-19 LOCHEND ROAD
327923,674656,3878,hot food take-away,Angelo's,SUI GENERIS,EH7 6BP,327923,674656,"8 LOCHEND ROAD, SOUTH"
327915,674654,3879,hot food take-away,Lochend Fry/Zai's Balti,SUI GENERIS,EH7 6BP,327915,674654,"10A LOCHEND ROAD, SOUTH"
327907,674654,3880,veterinary surgery,Dundas Veterinary Group,Class 2, ,327907,674654, 
327898,674657,3881,chemist,Well,Class 1,EH7 6BP,327898,674657,"12A LOCHEND ROAD, SOUTH"
327894,674662,3882,n/t/c,Anwar Newsagents,Class 1,EH7 6BP,327894,674662,"14 LOCHEND ROAD, SOUTH"
327784,674889,3883,grocer,Lochend Premier Convenience Store,Class 1,EH7 6DE,327784,674889,"58 LOCHEND ROAD, SOUTH"
327781,674897,3884,n/t/c,Lochend Newsagents,Class 1,EH7 6DE,327781,674897,"62 LOCHEND ROAD, SOUTH"
327783,674900,3885,grocer,Day-Today Express,Class 1,EH7 6DE,327783,674900,"64 LOCHEND ROAD, SOUTH"
327725,675016,3886,vacant,vacant,Vacant,EH7 6DR,327725,675016,"74 LOCHEND ROAD, SOUTH"
324907,672766,3887,restaurant (Indian),The Killer Restaurant,Class 3,EH3 9NB,324907,672766,4-8 LOCHRIN BUILDINGS
324898,672764,3888,furniture & home wares (vintage),Ubermas,Class 1,EH3 9NB,324898,672764,12-14 LOCHRIN BUILDINGS
324891,672762,3889,ladies clothing,Aroosa,Class 1,EH3 9NB,324891,672762,16 LOCHRIN BUILDINGS
324886,672761,3890,n/t/c & grocer,Costcutter,Class 1,EH3 9NB,324886,672761,18 LOCHRIN BUILDINGS
324880,672759,3891,wind instrument repair,Andrew May,Class 1,EH3 9NB,324880,672759,20 LOCHRIN BUILDINGS
324876,672758,3892,clothing (boutique),Mr & Mrs Doom,Class 1,EH3 9NB,324876,672758,24 LOCHRIN BUILDINGS
324871,672757,3893,charity shop,The Thrift Shop 2,Class 1,EH3 9NB,324871,672757,26 LOCHRIN BUILDINGS
324866,672756,3894,knitting & sewing products,Pins & Needles,Class 1,EH3 9NB,324866,672756,28 LOCHRIN BUILDINGS
324861,672755,3895,beauty salon,2 U Beauty,Class 1,EH3 9ND,324861,672755,30-32 LOCHRIN BUILDINGS
324856,672753,3896,solicitors,McGill & Co.,Class 2,EH3 9ND,324856,672753,34 LOCHRIN BUILDINGS
324847,672751,3897,dental surgery,Edinburgh Orthodontics,Class 2, ,324847,672751, 
324835,672748,3898,florists,Flower Fantasy,Class 1,EH3 9ND,324835,672748,48 LOCHRIN BUILDINGS
324830,672746,3899,craft supplies & classes,My Bearpaw,Class 1,EH3 9ND,324830,672746,50 LOCHRIN BUILDINGS
324824,672744,3900,Asian dress fabrics,Crystal Fabrics & Jewellery,Class 1,EH3 9ND,324824,672744,52 LOCHRIN BUILDINGS
324821,672743,3901,beauty salon,Kami Hair,Class 1,EH3 9ND,324821,672743,54 LOCHRIN BUILDINGS
324816,672742,3902,videotape hire (Asian),Video Mahal,Class 1,EH3 9ND,324816,672742,58 LOCHRIN BUILDINGS
324811,672741,3903,grocer,Khyber Stores,Class 1,EH3 9ND,324811,672741,60 LOCHRIN BUILDINGS
324901,672813,3904,minority advocacy charity,Edinburgh Multicultural Research Institute,Class 2,EH3 9QX,324901,672813,3 LOCHRIN PLACE
324894,672812,3905,beauty salon,Tee-Max,Class 1,EH3 9QX,324894,672812,5 LOCHRIN PLACE
324887,672811,3906,"bicycle sales, hire & repairs",Bike Trax,Class 1,EH3 9QX,324887,672811,11-13 LOCHRIN PLACE
324900,672835,3907,public house,Cameo Bar,SUI GENERIS, ,324900,672835, 
324878,672832,3908,beads & crafts,The  Gallery Beadshop,Class 1,EH3 9QY,324878,672832,14 LOCHRIN PLACE
324887,672873,3909,restaurant (Indian),Indaba,Class 3,EH3 9QJ,324887,672873,3 LOCHRIN TERRACE
324871,672871,3910,restaurant (Chinese),Szechuan Chinese Restaurant,Class 3,EH3 9QJ,324871,672871,11 LOCHRIN TERRACE
318199,671090,3911,doughnuts caf‚,Krispy Kreme,Class 3,EH12 9DJ,318199,671090,16 LOCHSIDE AVENUE
318241,671121,3912,restaurant (takeaway),KFC,Class 3, ,318241,671121, 
318036,671859,3913,hairdresser,M M Hairdressing,Class 1,EH12 9DF,318036,671859,3(1) LOCHSIDE PLACE
318036,671859,3914,chiropodist,ABC CHIROPRACTIC,Class 2,EH12 9DF,318036,671859,3(2) LOCHSIDE PLACE
317942,671881,3915,public house,The Ritz,SUI GENERIS,EH12 9DF,317942,671881,(3A) LOCHSIDE PLACE
317965,671819,3916,grocer,Naisha's,Class 1,EH12 9DF,317965,671819,7 LOCHSIDE PLACE
325493,675150,3917,cafe,Crumbs,Class 3,EH7 4EY,325493,675150,1 LOGIE GREEN ROAD
326382,674459,3918,restaurant,The Gardeners Cottage,Class 3,EH7 5DX,326382,674459,1 ROYAL TERRACE GARDENS
326935,674477,3919,grocer,London Road Mini Market,Class 1,EH7 5AP,326935,674477,1 LONDON ROAD
326941,674476,3920,hot food take-away,Ruchi,SUI GENERIS,EH7 5AP,326941,674476,3-4 LONDON ROAD
326947,674476,3921,Computer sales and repairs,Escape,Class 1,EH7 5AP,326947,674476,5 LONDON ROAD
326951,674475,3922,driving school,Alan's School of Motoring,Class 4,EH7 5AP,326951,674475,6 LONDON ROAD
326956,674474,3923,n/t/c,M.Y. Newsagent,Class 1,EH7 5AP,326956,674474,8-9 LONDON ROAD
326961,674473,3924,hairdresser,Ice Hairdressing,Class 1,EH7 5AP,326961,674473,10 LONDON ROAD
326965,674473,3925,knitting/wool,Ginger Twist Studio,Class 1,EH7 5AP,326965,674473,11 LONDON ROAD
326968,674472,3926,ladies clothing,Natalia Messlin,Class 1,EH7 5AP,326968,674472,13 LONDON ROAD
326981,674469,3927,hairdresser,Dune,Class 1,EH7 5AT,326981,674469,15-16 LONDON ROAD
326988,674467,3928,charity,Carr Gomm,Class 2,EH7 5AT,326988,674467,17-18 LONDON ROAD
326997,674466,3929,baker,Thinking Chocolate,Class 1,EH7 5AT,326997,674466,19 LONDON ROAD
327002,674464,3930,hairdresser,Classic Barber,Class 1,EH7 5AT,327002,674464,20 LONDON ROAD
327016,674461,3931,pictures,The Art Mart,Class 1,EH7 5AY,327016,674461,21-22 LONDON ROAD
327025,674459,3932,grocer (lic.),London Road Express,Class 1,EH7 5AY,327025,674459,23-24 LONDON ROAD
327032,674457,3933,hairdresser,Hairon,Class 1,EH7 5AY,327032,674457,25 LONDON ROAD
327035,674456,3934,vacant,vacant,Vacant,EH7 5AY,327035,674456,26 LONDON ROAD
327055,674452,3935,bank,TSB,Class 2,EH7 5BB,327055,674452,29-30 LONDON ROAD
327086,674447,3936,public house,Artisan Bar,SUI GENERIS,EH7 5BQ,327086,674447,35-36 LONDON ROAD
327110,674445,3937,podiatrist,Abbeyhill Footcare,Class 2,EH7 5SW,327110,674445,41 LONDON ROAD
327118,674444,3938,betting shop,Scotbet,Class 2,EH7 5SW,327118,674444,42 LONDON ROAD
327142,674443,3939,caf‚,Cherry's Cafe,Class 3,EH7 5SP,327142,674443,45-46 LONDON ROAD
327149,674442,3940,financial services - cheque cashing,The Cheque Shop,Class 2,EH7 5SP,327149,674442,47 LONDON ROAD
327155,674441,3941,vacant,vacant,Vacant,EH7 5SP,327155,674441,49 LONDON ROAD
327655,674253,3942,motor parts,INDESPENSION LIMITED,Class 1,EH7 6AA,327655,674253,57 LONDON ROAD
327675,674255,3943,restaurant & hot food take-away,McDonalds,Class 3,EH7 6AA,327675,674255,59 LONDON ROAD
327707,674242,3944,opticians,Boots Optician,Class 1,EH7 6AA,327707,674242,61(A) LONDON ROAD
327707,674242,3945,laser eye surgery,ULTRALASE LTD,Class 2,EH7 6AA,327707,674242,61(B) LONDON ROAD
327744,674232,3946,kitchen and bathrooms,Ashley Ann,Class 1,EH7 6AA,327744,674232,63 LONDON ROAD
325713,674638,3947,vacant,vacant,Vacant,EH3 6LX,325713,674638,39 LONDON STREET
325711,674645,3948,sauna & massage parlour,London Street Sauna,Class 11,EH3 6LX,325711,674645,40-41 LONDON STREET
325722,674648,3949,tea room and patisserie,Casa Angelina,Class 3,EH3 6LX,325722,674648,42 LONDON STREET
325728,674649,3950,lighting and furniture,Moleta Munro,Class 1,EH3 6LX,325728,674649,43-46 LONDON STREET
325734,674649,3951,dress and hair boutique,Carolyn Barber,Class 1,EH3 6LX,325734,674649,44 LONDON STREET
325731,674649,3952,grocer,London Street Grocery,Class 1,EH3 6LX,325731,674649,47 LONDON STREET
325741,674646,3953,public house,Mezz,SUI GENERIS,EH3 6LX,325741,674646,49-51 LONDON STREET
325744,674645,3954,tattoo parlour,Tribe 3 Tattoo,Class 2, ,325744,674645, 
325750,674637,3955,"jewellery, gifts, fashion, art",Life Story,Class 1,EH3 6LX,325750,674637,53 LONDON STREET
321357,670950,3956,betting shop,Ladbrokes,Class 2,EH14 2BB,321357,670950,41 LONGSTONE ROAD
321350,670948,3957,hot food take-away,Gino's Fish & Chip Shop,SUI GENERIS,EH14 2BB,321350,670948,43 LONGSTONE ROAD
321337,670943,3958,grocer & n/t/c,Premier,Class 1,EH14 2BB,321337,670943,45-47 LONGSTONE ROAD
321422,670989,3959,public house,Longstone Inn,SUI GENERIS,EH14 2BH,321422,670989,30 LONGSTONE ROAD
321407,670985,3960,hot food take-away,Jaflong,SUI GENERIS,EH14 2BH,321407,670985,38 LONGSTONE ROAD
321387,670980,3961,"doors, windows, conservatories",Invision,Class 1, ,321387,670980, 
321377,670978,3962,hairdresser,Short & Curly's,Class 1,EH14 2BH,321377,670978,48 LONGSTONE ROAD
326245,672413,3963,hairdresser,Urban Angel,Class 1,EH9 1NQ,326245,672413,6 LORD RUSSELL PLACE
326846,675411,3964,window cleaning supplies,window cleaning supplies,Class 1,EH6 8QW,326846,675411,31 LORNE STREET
327030,675349,3965,n/t/c,Lorne Newsagents,Class 1,EH6 8QG,327030,675349,73 LORNE STREET
326777,675471,3966,barber,Mighty Barbers,Class 1,EH6 8QU,326777,675471,4 LORNE STREET
324753,673652,3967,caf‚,Hendersons @ St Johns,Class 3,EH1 2EP,324753,673652,3A(3) LOTHIAN ROAD
324771,673653,3968,community facility,Peace & Justice Resource Centre,Class 2,EH1 2EP,324771,673653,3A(5) LOTHIAN ROAD
324779,673655,3969,crafts / gifts,One World Shop,Class 1,EH1 2EP,324779,673655,3A(6) LOTHIAN ROAD
324787,673658,3970,books,Cornerstone Bookshop,Class 1,EH1 2EP,324787,673658,3B LOTHIAN ROAD
324769,673481,3971,public house,Red Squirrel,SUI GENERIS,EH1 2DJ,324769,673481,21 LOTHIAN ROAD
324770,673472,3972,betting shop,William Hill,Class 2,EH1 2DJ,324770,673472,25 LOTHIAN ROAD
324777,673447,3973,tea bar,frisky,Class 3,EH1 2DJ,324777,673447,37 LOTHIAN ROAD
324778,673441,3974,jewellery,Ocean Jewellery,Class 1,EH1 2DJ,324778,673441,39 LOTHIAN ROAD
324780,673435,3975,coffee shop,Caf‚ Nero,Class 3,EH1 2DJ,324780,673435,43-45 LOTHIAN ROAD
324781,673429,3976,solicitors & estate agents,Aberdein & Considine,Class 2,EH1 2DJ,324781,673429,47 LOTHIAN ROAD
324783,673422,3977,"n/t/c, souvenirs & gifts",Lifestyle Express,Class 1,EH1 2DJ,324783,673422,49 LOTHIAN ROAD
324784,673417,3978,stationery,Paper Tiger,Class 1,EH1 2DJ,324784,673417,53 LOTHIAN ROAD
324785,673411,3979,caf‚,Coletti & Co,Class 3,EH1 2DJ,324785,673411,55 LOTHIAN ROAD
324786,673405,3980,sandwiches,Fresh Cut,Class 1,EH1 2DJ,324786,673405,57 LOTHIAN ROAD
324787,673397,3981,take-away food,Simply Sandwiches,Class 1,EH1 2DJ,324787,673397,59 LOTHIAN ROAD
324789,673390,3982,sandwiches,No. 63,Class 1,EH1 2DJ,324789,673390,63 LOTHIAN ROAD
324790,673382,3983,public house,Shakespeares,SUI GENERIS,EH1 2DJ,324790,673382,65 LOTHIAN ROAD
324804,673303,3984,restaurant,Nando's,Class 3,EH3 9AW,324804,673303,71 LOTHIAN ROAD
324807,673293,3985,sandwiches,Coffee & More,Class 1,EH3 9AW,324807,673293,75 LOTHIAN ROAD
324807,673288,3986,hairdresser,Cheynes,Class 1,EH3 9AW,324807,673288,77 LOTHIAN ROAD
324808,673280,3987,public house,The Beer Kitchen,SUI GENERIS,EH3 9AW,324808,673280,81-83 LOTHIAN ROAD
324810,673270,3988,restaurant & hot food take-away,Milano,Class 3,EH3 9AW,324810,673270,85-87 LOTHIAN ROAD
324812,673259,3989,public house,Velveteen,SUI GENERIS,EH3 9AW,324812,673259,93 LOTHIAN ROAD
324814,673252,3990,restaurant,Frizzante,Class 3,EH3 9AW,324814,673252,95 LOTHIAN ROAD
324819,673241,3991,models,Wonderland,Class 1,EH3 9AN,324819,673241,97-103 LOTHIAN ROAD
324817,673229,3992,restaurant,kamasutra,Class 3,EH3 9AN,324817,673229,105-109 LOTHIAN ROAD
324818,673222,3993,vacant,vacant,Vacant,EH3 9AN,324818,673222,113-117 LOTHIAN ROAD
324820,673213,3994,restaurant,Pinto,Class 3,EH3 9AN,324820,673213,119 LOTHIAN ROAD
324823,673201,3995,coffee shop,Starbucks,Class 3,EH3 9AN,324823,673201,123 LOTHIAN ROAD
324831,673172,3996,grocer / convenience store,Costcutter,Class 1,EH3 9AD,324831,673172,125 LOTHIAN ROAD
324831,673163,3997,hairdresser,Paterson SA,Class 1,EH3 9AD,324831,673163,127(GF)-131 LOTHIAN ROAD
324832,673154,3998,public house,The Hanging Bat,SUI GENERIS,EH3 9AD,324832,673154,133-135 LOTHIAN ROAD
324834,673146,3999,household goods,Ali's Cave,Class 1,EH3 9AD,324834,673146,139-145 LOTHIAN ROAD
324836,673134,4000,shoe repairs / key cutting / watch repairs / nameplates / engraving etc.,Timpson,Class 1,EH3 9AA,324836,673134,149 LOTHIAN ROAD
324838,673123,4001,shoes & footwear,Jones,Class 1,EH3 9AA,324838,673123,151-153 LOTHIAN ROAD
324840,673114,4002,betting shop,William Hill,Class 2,EH3 9AA,324840,673114,157-159 LOTHIAN ROAD
324841,673104,4003,public house,Moriarty's,SUI GENERIS,EH3 9AA,324841,673104,161 LOTHIAN ROAD
324843,673095,4004,bank,TSB,Class 2,EH3 9AB,324843,673095,165 LOTHIAN ROAD
324723,673388,4005,bank,CLYDESDALE BANK PLC,Class 2,EH3 9BT,324723,673388,50(GF)-(1F) LOTHIAN ROAD
324748,673388,4006,bank,Clydesdale Bank,Class 2,EH3 9BT,324748,673388,50 LOTHIAN ROAD
324720,673372,4007,public house,All Bar One,SUI GENERIS,EH3 9BT,324720,673372,50(B) LOTHIAN ROAD
324780,673247,4008,vacant,vacant,Vacant,EH3 9BE,324780,673247,90-92 LOTHIAN ROAD
324782,673239,4009,optician,Black & Lizars,Class 1,EH3 9BE,324782,673239,98 LOTHIAN ROAD
324784,673228,4010,restaurant (Italian),Bar Italia,Class 3,EH3 9BE,324784,673228,100-104 LOTHIAN ROAD
